序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
5632,杭州,滨江区,滨江区-浦沿-贺田尚城,滨江区,整租·贺田尚城 1室1厅 南,https://hz.lianjia.com/zufang/HZ2084263330477768704.html,55.00㎡,南,1室1厅1卫,3050,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_Zyvabh1EI.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2084263330477768704,2025/12/10 9:53
5633,杭州,滨江区,滨江区-奥体-臻奥院一期,滨江区,整租·臻奥院一期 1室1厅 南,https://hz.lianjia.com/zufang/HZ2095979898320453632.html,42.00㎡,南,1室1厅1卫,5300,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_wEK2RhbIH_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2095979898320453632,2025/12/10 9:53
5634,杭州,滨江区,滨江区-浦沿-伟星咏滨名邸,滨江区,整租·伟星咏滨名邸 4室2厅 南,https://hz.lianjia.com/zufang/HZ2101998830487601152.html,139.00㎡,南,4室2厅3卫,10200,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_AM9rT0QMK.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2101998830487601152,2025/12/10 9:53
5635,杭州,滨江区,滨江区-长河-星城中心,滨江区,整租·星城中心 5室1厅 西南,https://hz.lianjia.com/zufang/HZ1854009536445153280.html,437.69㎡,西南,5室1厅0卫,38600,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_PxDb2zamf.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ1854009536445153280,2025/12/10 9:53
5636,杭州,滨江区,滨江区-奥体-臻奥院一期,滨江区,整租·臻奥院一期 4室2厅 南,https://hz.lianjia.com/zufang/HZ1941452756749385728.html,135.00㎡,南,4室2厅2卫,18000,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_VnrjDmRpD_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ1941452756749385728,2025/12/10 9:53
5637,杭州,滨江区,滨江区-彩虹城-现代印象广场,滨江区,整租·现代印象广场 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101620422339461120.html,38.00㎡,南,1室1厅1卫,2500,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_GGE6L5Ay9.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2101620422339461120,2025/12/10 9:53
5638,杭州,滨江区,滨江区-彩虹城-通策广场,滨江区,整租·通策广场 1室1厅 跃层 南,https://hz.lianjia.com/zufang/HZ2101943411534725120.html,64.00㎡,南,1室1厅1卫,3000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2101943411534725120,2025/12/10 9:53
5639,杭州,滨江区,滨江区-彩虹城-六合天寓,滨江区,整租·六合天寓 2室1厅 南,https://hz.lianjia.com/zufang/HZ2070430076851191808.html,107.00㎡,南,2室1厅1卫,5200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2070430076851191808,2025/12/10 9:53
5640,杭州,滨江区,滨江区-彩虹城-钱塘帝景,滨江区,整租·钱塘帝景 3室2厅 南,https://hz.lianjia.com/zufang/HZ2093359465599336448.html,88.00㎡,南,3室2厅1卫,5500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2093359465599336448,2025/12/10 9:53
5641,杭州,滨江区,滨江区-浦沿-时代长岛之春,滨江区,整租·时代长岛之春 2室2厅 南,https://hz.lianjia.com/zufang/HZ2097968803190145024.html,89.00㎡,南,2室2厅1卫,4600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2097968803190145024,2025/12/10 9:53
5642,杭州,滨江区,滨江区-浦沿-江南文苑,滨江区,整租·江南文苑 3室1厅 南,https://hz.lianjia.com/zufang/HZ2051948320049332224.html,89.00㎡,南,3室1厅1卫,4350,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2051948320049332224,2025/12/10 9:53
5643,杭州,滨江区,滨江区-彩虹城-知本大厦,滨江区,整租·知本大厦 1室1厅 南,https://hz.lianjia.com/zufang/HZ1981262956431671296.html,100.00㎡,南,1室1厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1981262956431671296,2025/12/10 9:53
5644,杭州,滨江区,滨江区-彩虹城-南都江滨花园,滨江区,整租·南都江滨花园 3室2厅 南,https://hz.lianjia.com/zufang/HZ2091757109761802240.html,134.14㎡,南,3室2厅2卫,8800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091757109761802240,2025/12/10 9:53
5645,杭州,滨江区,滨江区-彩虹城-之江公寓,滨江区,整租·之江公寓 5室2厅 南,https://hz.lianjia.com/zufang/HZ2008750606302314496.html,150.00㎡,南,5室2厅3卫,13000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2008750606302314496,2025/12/10 9:53
5646,杭州,滨江区,滨江区-彩虹城-滨耀学府,滨江区,整租·滨耀学府 4室2厅 南,https://hz.lianjia.com/zufang/HZ2097286612957265920.html,107.00㎡,南,4室2厅2卫,7500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2097286612957265920,2025/12/10 9:53
5647,杭州,滨江区,滨江区-彩虹城-彩虹豪庭,滨江区,整租·彩虹豪庭 4室2厅 南,https://hz.lianjia.com/zufang/HZ2018225759474155520.html,242.00㎡,南,4室2厅3卫,23000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2018225759474155520,2025/12/10 9:53
5648,杭州,滨江区,滨江区-浦沿-伟星咏滨名邸,滨江区,整租·伟星咏滨名邸 4室2厅 南,https://hz.lianjia.com/zufang/HZ2099372320274513920.html,139.00㎡,南,4室2厅2卫,9800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2099372320274513920,2025/12/10 9:53
5649,杭州,滨江区,滨江区-浦沿-大同公寓,滨江区,整租·大同公寓 2室1厅 南,https://hz.lianjia.com/zufang/HZ2108228710304841728.html,68.00㎡,南,2室1厅1卫,3200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2108228710304841728,2025/12/10 9:53
5650,杭州,滨江区,滨江区-浦沿-运初尚府,滨江区,整租·运初尚府 2室1厅 南,https://hz.lianjia.com/zufang/HZ2105112390159826944.html,59.00㎡,南,2室1厅1卫,4300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2105112390159826944,2025/12/10 9:53
5651,杭州,滨江区,滨江区-浦沿-时代长岛之春,滨江区,整租·时代长岛之春 3室2厅 南,https://hz.lianjia.com/zufang/HZ2057032561531551744.html,136.90㎡,南,3室2厅2卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2057032561531551744,2025/12/10 9:53
5652,杭州,滨江区,滨江区-彩虹城-茂御居,滨江区,整租·茂御居 1室1厅 北,https://hz.lianjia.com/zufang/HZ2043223624780873728.html,47.00㎡,北,1室1厅1卫,3300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2043223624780873728,2025/12/10 9:53
5653,杭州,滨江区,滨江区-彩虹城-高润云杉郡,滨江区,整租·高润云杉郡 1室1厅 西,https://hz.lianjia.com/zufang/HZ2038908718027898880.html,39.00㎡,西,1室1厅1卫,2500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2038908718027898880,2025/12/10 9:53
5654,杭州,滨江区,滨江区-彩虹城-高润云杉郡,滨江区,整租·高润云杉郡 1室1厅 南,https://hz.lianjia.com/zufang/HZ2109121667467837440.html,38.00㎡,南,1室1厅1卫,2250,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2109121667467837440,2025/12/10 9:53
5655,杭州,滨江区,滨江区-彩虹城-潮人汇,滨江区,整租·潮人汇 1室1厅 南,https://hz.lianjia.com/zufang/HZ2079145186532786176.html,35.00㎡,南,1室1厅1卫,2650,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2079145186532786176,2025/12/10 9:53
5656,杭州,滨江区,滨江区-彩虹城-茂御居,滨江区,整租·茂御居 1室1厅 南,https://hz.lianjia.com/zufang/HZ2109536317799923712.html,64.00㎡,南,1室1厅1卫,4600,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2109536317799923712,2025/12/10 9:53
5657,杭州,滨江区,滨江区-浦沿-积家,滨江区,整租·积家 1室1厅 西,https://hz.lianjia.com/zufang/HZ2089620379701084160.html,40.07㎡,西,1室1厅2卫,3300,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2089620379701084160,2025/12/10 9:53
5658,杭州,滨江区,滨江区-浦沿-浦沿电化宿舍,滨江区,整租·浦沿电化宿舍 2室1厅 南,https://hz.lianjia.com/zufang/HZ2109533287276871680.html,60.00㎡,南,2室1厅1卫,2200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2109533287276871680,2025/12/10 9:53
5659,杭州,滨江区,滨江区-浦沿-臻涛名府,滨江区,整租·臻涛名府 1室1厅 南,https://hz.lianjia.com/zufang/HZ2108506495304859648.html,55.00㎡,南,1室1厅1卫,3800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2108506495304859648,2025/12/10 9:53
5660,杭州,滨江区,滨江区-彩虹城-世茂之西湖,滨江区,整租·世茂之西湖 4室2厅 南,https://hz.lianjia.com/zufang/HZ1745023019794825216.html,254.20㎡,南,4室2厅3卫,22000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1745023019794825216,2025/12/10 9:53
5661,杭州,滨江区,滨江区-彩虹城-滨耀学府,滨江区,整租·滨耀学府 4室2厅 南,https://hz.lianjia.com/zufang/HZ2095821723088715776.html,106.70㎡,南,4室2厅2卫,7500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2095821723088715776,2025/12/10 9:53
5662,杭州,滨江区,滨江区-浦沿-滨江建杭观晖美寓,滨江区,整租·滨江建杭观晖美寓 4室2厅 南,https://hz.lianjia.com/zufang/HZ2097912213384724480.html,125.00㎡,南,4室2厅2卫,9600,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_LoCBhRzeH.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2097912213384724480,2025/12/10 9:54
5663,杭州,滨江区,滨江区-浦沿-明德明理府,滨江区,整租·明德明理府 2室1厅 南,https://hz.lianjia.com/zufang/HZ2109571631817949184.html,50.00㎡,南,2室1厅1卫,3800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,HZ2109571631817949184,2025/12/10 9:54
5664,杭州,滨江区,滨江区-浦沿-积家,滨江区,整租·积家 1室1厅 南,https://hz.lianjia.com/zufang/HZ2088928467939753984.html,40.00㎡,南,1室1厅2卫,3300,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_qR8KFDx5I.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2088928467939753984,2025/12/10 9:54
5665,杭州,滨江区,滨江区-彩虹城-长虹南苑,滨江区,整租·长虹南苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2105604329208545280.html,56.00㎡,南,2室1厅1卫,3980,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2105604329208545280,2025/12/10 9:54
5666,杭州,滨江区,滨江区-彩虹城-现代印象广场,滨江区,整租·现代印象广场 1室1厅 南,https://hz.lianjia.com/zufang/HZ2094010607811428352.html,39.00㎡,南,1室1厅1卫,2400,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2094010607811428352,2025/12/10 9:54
5667,杭州,滨江区,滨江区-白马湖-中南白马湖壹号,滨江区,整租·中南白马湖壹号 3室1厅 南,https://hz.lianjia.com/zufang/HZ2106241539750494208.html,67.74㎡,南,3室1厅1卫,3500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2106241539750494208,2025/12/10 9:54
5668,杭州,滨江区,滨江区-白马湖-江南铭庭,滨江区,整租·江南铭庭 3室2厅 南/北,https://hz.lianjia.com/zufang/HZ2070424668384264192.html,89.00㎡,南 北,3室2厅1卫,4471,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2070424668384264192,2025/12/10 9:54
5669,杭州,滨江区,滨江区-白马湖-白马湖小区孔雀苑,滨江区,整租·白马湖小区孔雀苑 1室1厅 南,https://hz.lianjia.com/zufang/HZ2104167564086083584.html,50.00㎡,南,1室1厅1卫,3492,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2104167564086083584,2025/12/10 9:54
5670,杭州,滨江区,滨江区-白马湖-映翠雅苑,滨江区,整租·映翠雅苑 2室2厅 南,https://hz.lianjia.com/zufang/HZ2099037628111257600.html,80.00㎡,南,2室2厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2099037628111257600,2025/12/10 9:54
5671,杭州,滨江区,滨江区-白马湖-保亿风景蝶院留园,滨江区,整租·保亿风景蝶院留园 2室1厅 南,https://hz.lianjia.com/zufang/HZ2087089411962437632.html,55.00㎡,南,2室1厅1卫,3400,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2087089411962437632,2025/12/10 9:54
5672,杭州,滨江区,滨江区-白马湖-马悦名府,滨江区,整租·马悦名府 1室1厅 南,https://hz.lianjia.com/zufang/HZ2107812476220342272.html,50.00㎡,南,1室1厅1卫,4200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107812476220342272,2025/12/10 9:54
5673,杭州,滨江区,滨江区-白马湖-中南白马湖壹号,滨江区,整租·中南白马湖壹号 3室2厅 南,https://hz.lianjia.com/zufang/HZ2042257596248752128.html,79.83㎡,南,3室2厅1卫,5500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2042257596248752128,2025/12/10 9:54
5674,杭州,滨江区,滨江区-滨江区政府-海威钱塘之星,滨江区,整租·海威钱塘之星 2室2厅 南,https://hz.lianjia.com/zufang/HZ2106701863272316928.html,65.00㎡,南,2室2厅2卫,6500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2106701863272316928,2025/12/10 9:54
5675,杭州,滨江区,滨江区-滨江区政府-倾城之恋,滨江区,整租·倾城之恋 3室2厅 东/南/北,https://hz.lianjia.com/zufang/HZ2056642645282783232.html,140.00㎡,东 南 北,3室2厅2卫,7000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2056642645282783232,2025/12/10 9:54
5676,杭州,滨江区,滨江区-滨江区政府-中赢云际,滨江区,整租·中赢云际 3室1厅 南,https://hz.lianjia.com/zufang/HZ2042166979829170176.html,52.00㎡,南,3室1厅2卫,5800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2042166979829170176,2025/12/10 9:54
5677,杭州,滨江区,滨江区-滨江区政府-欣盛东方郡东区,滨江区,整租·欣盛东方郡东区 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095371000408440832.html,89.00㎡,南,3室2厅2卫,6800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2095371000408440832,2025/12/10 9:54
5678,杭州,滨江区,滨江区-滨江区政府-中赢云际,滨江区,整租·中赢云际 2室1厅 南,https://hz.lianjia.com/zufang/HZ2090292574815256576.html,50.00㎡,南,2室1厅2卫,4900,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090292574815256576,2025/12/10 9:54
5679,杭州,滨江区,滨江区-浦沿-钱塘大观,滨江区,整租·钱塘大观 2室2厅 西南/西北,https://hz.lianjia.com/zufang/HZ2084226771581927424.html,85.00㎡,西南 西北,2室2厅1卫,5800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2084226771581927424,2025/12/10 9:54
5680,杭州,滨江区,滨江区-长河-白金海岸,滨江区,整租·白金海岸 3室2厅 南,https://hz.lianjia.com/zufang/HZ2108109208112070656.html,146.00㎡,南,3室2厅2卫,7200,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2108109208112070656,2025/12/10 9:54
5681,杭州,滨江区,滨江区-长河-保利天汇,滨江区,整租·保利天汇 3室2厅 南,https://hz.lianjia.com/zufang/HZ2099430576292364288.html,97.00㎡,南,3室2厅2卫,9000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2099430576292364288,2025/12/10 9:54
5682,杭州,滨江区,滨江区-西兴-时代滨江悦,滨江区,整租·时代滨江悦 4室2厅 南,https://hz.lianjia.com/zufang/HZ2024014814065459200.html,124.75㎡,南,4室2厅2卫,7500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2024014814065459200,2025/12/10 9:54
5683,杭州,滨江区,滨江区-西兴-古塘路21号,滨江区,整租·古塘路21号 3室1厅 南,https://hz.lianjia.com/zufang/HZ2074041330882838528.html,95.22㎡,南,3室1厅1卫,4600,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2074041330882838528,2025/12/10 9:54
5684,杭州,滨江区,滨江区-西兴-龙湖滨康天曜城,滨江区,整租·龙湖滨康天曜城 4室2厅 南,https://hz.lianjia.com/zufang/HZ2109572336242917376.html,139.00㎡,南,4室2厅2卫,11000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2109572336242917376,2025/12/10 9:54
5685,杭州,滨江区,滨江区-奥体-旭江华庭,滨江区,整租·旭江华庭 3室2厅 西南,https://hz.lianjia.com/zufang/HZ2067446593493139456.html,140.00㎡,西南,3室2厅2卫,12200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2067446593493139456,2025/12/10 9:54
5686,杭州,滨江区,滨江区-西兴-兴耀鑫都汇,滨江区,整租·兴耀鑫都汇 2室1厅 东,https://hz.lianjia.com/zufang/HZ2077367857087250432.html,49.00㎡,东,2室1厅2卫,3500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2077367857087250432,2025/12/10 9:54
5687,杭州,滨江区,滨江区-奥体-旭江华庭,滨江区,整租·旭江华庭 3室2厅 南,https://hz.lianjia.com/zufang/HZ2078833302084517888.html,89.00㎡,南,3室2厅1卫,7200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2078833302084517888,2025/12/10 9:54
5688,杭州,滨江区,滨江区-西兴-燕语林森公寓,滨江区,整租·燕语林森公寓 5室2厅 跃层 南,https://hz.lianjia.com/zufang/HZ2109563677794369536.html,192.00㎡,南,5室2厅2卫,8000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2109563677794369536,2025/12/10 9:54
5689,杭州,滨江区,滨江区-奥体-旭江华庭,滨江区,整租·旭江华庭 3室1厅 东/东南,https://hz.lianjia.com/zufang/HZ2097904485077614592.html,137.75㎡,东 东南,3室1厅2卫,14600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2097904485077614592,2025/12/10 9:54
5690,杭州,滨江区,滨江区-奥体-旭江华庭,滨江区,整租·旭江华庭 1室1厅 西南/西/北,https://hz.lianjia.com/zufang/HZ2036298979762765824.html,60.00㎡,西南 西 北,1室1厅1卫,4800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2036298979762765824,2025/12/10 9:54
5691,杭州,滨江区,滨江区-彩虹城-高润云杉郡,滨江区,整租·高润云杉郡 1室1厅 南,https://hz.lianjia.com/zufang/HZ2103787411472384000.html,42.90㎡,南,1室1厅1卫,2400,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_BulTiDf6e.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2103787411472384000,2025/12/10 9:54
5692,杭州,滨江区,滨江区-浦沿-钱江湾花园,滨江区,整租·钱江湾花园 1室1厅 南,https://hz.lianjia.com/zufang/HZ2103806008437506048.html,56.61㎡,南,1室1厅1卫,3200,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_IkdWgaFUL.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2103806008437506048,2025/12/10 9:54
5693,杭州,滨江区,滨江区-西兴-万科金辰之光,滨江区,整租·万科金辰之光 4室2厅 东/南,https://hz.lianjia.com/zufang/HZ2103798762248863744.html,89.00㎡,东 南,4室2厅2卫,6300,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_gXlnZwJOZ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2103798762248863744,2025/12/10 9:54
5694,杭州,滨江区,滨江区-奥体-臻奥院一期,滨江区,整租·臻奥院一期 4室2厅 南,https://hz.lianjia.com/zufang/HZ2103801306190708736.html,136.00㎡,南,4室2厅2卫,18000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,HZ2103801306190708736,2025/12/10 9:54
5695,杭州,滨江区,滨江区-长河-齐虹雅园,滨江区,整租·齐虹雅园 2室1厅 南,https://hz.lianjia.com/zufang/HZ2103869489102716928.html,60.00㎡,南,2室1厅1卫,4880,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_URYVUJwlm.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2103869489102716928,2025/12/10 9:54
5696,杭州,滨江区,滨江区-彩虹城-钱江彩虹城,滨江区,整租·钱江彩虹城 3室2厅 南,https://hz.lianjia.com/zufang/HZ2104049628054814720.html,127.00㎡,南,3室2厅2卫,6000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,HZ2104049628054814720,2025/12/10 9:54
5697,杭州,滨江区,滨江区-长河-齐虹雅园,滨江区,整租·齐虹雅园 2室1厅 南,https://hz.lianjia.com/zufang/HZ2104022038048931840.html,60.00㎡,南,2室1厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2104022038048931840,2025/12/10 9:54
5698,杭州,滨江区,滨江区-浦沿-超级星期天,滨江区,整租·超级星期天 1室1厅 北,https://hz.lianjia.com/zufang/HZ2103721002654498816.html,38.00㎡,北,1室1厅1卫,1800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103721002654498816,2025/12/10 9:54
5699,杭州,滨江区,滨江区-白马湖-白马湖小区白鹤苑,滨江区,合租·白马湖小区白鹤苑 1居室 南卧,https://hz.lianjia.com/zufang/HZ2103740413494951936.html,25.00㎡,南,1室0厅0卫,2200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103740413494951936,2025/12/10 9:54
5700,杭州,滨江区,滨江区-滨江区政府-凯瑞金座,滨江区,整租·凯瑞金座 1室1厅 跃层 南,https://hz.lianjia.com/zufang/HZ2103771784569421824.html,45.00㎡,南,1室1厅1卫,3500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103771784569421824,2025/12/10 9:54
5701,杭州,滨江区,滨江区-长河-江尚景苑,滨江区,合租·江尚景苑 6居室 东南卧,https://hz.lianjia.com/zufang/HZ2103793531901444096.html,25.00㎡,东南,6室0厅5卫,2180,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103793531901444096,2025/12/10 9:54
5702,杭州,滨江区,滨江区-滨江区政府-滨江金茂府,滨江区,整租·滨江金茂府 3室2厅 南,https://hz.lianjia.com/zufang/HZ2103793173103902720.html,121.96㎡,南,3室2厅2卫,14800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103793173103902720,2025/12/10 9:54
5703,杭州,滨江区,滨江区-浦沿-浦翠景庭,滨江区,整租·浦翠景庭 2室1厅 南,https://hz.lianjia.com/zufang/HZ2103791905996275712.html,55.00㎡,南,2室1厅1卫,4200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103791905996275712,2025/12/10 9:54
5704,杭州,滨江区,滨江区-滨江区政府-世茂智慧之门,滨江区,整租·世茂智慧之门 1室1厅 南,https://hz.lianjia.com/zufang/HZ2103810533290409984.html,45.00㎡,南,1室1厅1卫,3800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103810533290409984,2025/12/10 9:54
5705,杭州,滨江区,滨江区-西兴-瑞立东方花城,滨江区,整租·瑞立东方花城 3室2厅 南,https://hz.lianjia.com/zufang/HZ2103861620802322432.html,89.00㎡,南,3室2厅1卫,4800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103861620802322432,2025/12/10 9:54
5706,杭州,滨江区,滨江区-白马湖-映翠雅苑,滨江区,整租·映翠雅苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2103845082099613696.html,89.00㎡,南,2室1厅1卫,3800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103845082099613696,2025/12/10 9:54
5707,杭州,滨江区,滨江区-彩虹城-钱塘帝景,滨江区,整租·钱塘帝景 2室2厅 南,https://hz.lianjia.com/zufang/HZ2103819803243315200.html,89.00㎡,南,2室2厅1卫,6300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103819803243315200,2025/12/10 9:54
