序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
6027,广州,越秀,仅剩1间,仅剩1间,独栋·魔方公寓 广州水荫路店 抄底淘房季 免租 直达珠江新城特价房 1室1厅,https://gz.lianjia.com/apartment/46024.html,30.00㎡,1间在租,1室1厅1卫,2500,精装,魔方公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,438924,2025/12/10 16:19
6028,广州,越秀,越秀-建设路-北较场横路,越秀,整租·北较场横路 3室2厅 南/北,https://gz.lianjia.com/zufang/GZ2079467615574556672.html,108.00㎡,南 北,3室2厅2卫,12000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2079467615574556672,2025/12/10 16:19
6029,广州,越秀,仅剩1间,仅剩1间,独栋·稼南雅筑 小北地铁口 5号线小北地铁口电梯高层精装两室一厅.设备齐全.拎包入住 2室1厅,https://gz.lianjia.com/apartment/53233.html,80.00㎡,1间在租,2室1厅1卫,4300,精装,稼南雅筑,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,468638,2025/12/10 16:19
6030,广州,越秀,越秀-淘金-广东国际大厦,越秀,整租·广东国际大厦 1室1厅 北,https://gz.lianjia.com/zufang/GZ2079493137834704896.html,60.00㎡,北,1室1厅1卫,3900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2079493137834704896,2025/12/10 16:19
6031,广州,越秀,精选,精选,整租·富华商贸大厦 1室1厅 西,https://gz.lianjia.com/zufang/GZ1990479771087142912.html,越秀-解放南-富华商贸大厦,29.43㎡,西,3768,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1990479771087142912,2025/12/10 16:19
6032,广州,越秀,越秀-海珠广场-万艺广场,越秀,整租·万艺广场 1室0厅 东北,https://gz.lianjia.com/zufang/GZ2079505072789651456.html,58.00㎡,东北,1室0厅1卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2079505072789651456,2025/12/10 16:19
6033,广州,越秀,精选,精选,整租·建设二马路 1室1厅 南,https://gz.lianjia.com/zufang/GZ1998399148184829952.html,越秀-建设路-建设二马路,37.30㎡,南,4578,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1998399148184829952,2025/12/10 16:19
6034,广州,越秀,越秀-西门口-惠福西路,越秀,整租·惠福西路 3室2厅 东/南,https://gz.lianjia.com/zufang/GZ2079516708090937344.html,107.00㎡,东 南,3室2厅1卫,3700,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2079516708090937344,2025/12/10 16:19
6035,广州,越秀,越秀-环市东-东风东路,越秀,整租·东风东路 2室2厅 南,https://gz.lianjia.com/zufang/GZ2079482580909948928.html,90.00㎡,南,2室2厅1卫,3100,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2079482580909948928,2025/12/10 16:19
6036,广州,越秀,越秀-小北-小北路,越秀,整租·小北路 2室1厅 西南,https://gz.lianjia.com/zufang/GZ2045804287384092672.html,65.00㎡,西南,2室1厅1卫,4200,,,"https://image1.ljcdn.com/110000-inspection/pc1_YMyUOqGs5.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2045804287384092672,2025/12/10 16:20
6037,广州,越秀,越秀-小北-小北路,越秀,整租·小北路 1室1厅 西,https://gz.lianjia.com/zufang/GZ2045804907952340992.html,30.00㎡,西,1室1厅1卫,2200,,,"https://image1.ljcdn.com/110000-inspection/pc1_rPDbnKgzQ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2045804907952340992,2025/12/10 16:20
6038,广州,越秀,越秀-杨箕-共和西路,越秀,整租·共和西路 2室1厅 南,https://gz.lianjia.com/zufang/GZ2045845225137504256.html,57.00㎡,南,2室1厅1卫,3500,,,"https://image1.ljcdn.com/110000-inspection/pc1_Npi8h3ZHg.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2045845225137504256,2025/12/10 16:20
6039,广州,越秀,越秀-西门口-海珠中路,越秀,整租·海珠中路 1室1厅 东,https://gz.lianjia.com/zufang/GZ2045809543975272448.html,40.00㎡,东,1室1厅1卫,2000,,,"https://image1.ljcdn.com/110000-inspection/pc1_OAHoftcPL.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2045809543975272448,2025/12/10 16:20
6040,广州,越秀,越秀-建设路-保利中环广场,越秀,整租·保利中环广场 1室0厅 东,https://gz.lianjia.com/zufang/GZ2044747828508491776.html,53.00㎡,东,1室0厅1卫,5500,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_bB1sMvWx1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2044747828508491776,2025/12/10 16:20
6041,广州,越秀,越秀-盘福-盘福路,越秀,整租·盘福路 1室1厅 东,https://gz.lianjia.com/zufang/GZ2045025787517599744.html,35.00㎡,东,1室1厅1卫,1500,,,"https://image1.ljcdn.com/110000-inspection/pc1_g3XV9Og5E.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2045025787517599744,2025/12/10 16:20
6042,广州,越秀,越秀-东山口-庙前西街,越秀,整租·庙前西街 3室1厅 南,https://gz.lianjia.com/zufang/GZ2045065998825947136.html,75.50㎡,南,3室1厅1卫,5200,,链家,"https://image1.ljcdn.com/110000-inspection/pc1_PmFoGPgeH.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2045065998825947136,2025/12/10 16:20
6043,广州,越秀,越秀-五羊新城-寺右新马路,越秀,整租·寺右新马路 2室1厅 东南,https://gz.lianjia.com/zufang/GZ2045130366817140736.html,81.53㎡,东南,2室1厅1卫,4500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2045130366817140736,2025/12/10 16:20
6044,广州,越秀,越秀-东川路-白云一街8号大院,越秀,整租·白云一街8号大院 1室1厅 东南,https://gz.lianjia.com/zufang/GZ2045462922510991360.html,30.00㎡,东南,1室1厅1卫,3000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2045462922510991360,2025/12/10 16:20
6045,广州,越秀,越秀-东川路-东华东路,越秀,整租·东华东路 1室1厅 南,https://gz.lianjia.com/zufang/GZ2045736430600192000.html,35.00㎡,南,1室1厅1卫,2800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2045736430600192000,2025/12/10 16:20
6046,广州,越秀,越秀-五羊新城-明月阁,越秀,整租·明月阁 2室1厅 南,https://gz.lianjia.com/zufang/GZ2045742494494228480.html,80.00㎡,南,2室1厅0卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2045742494494228480,2025/12/10 16:20
6047,广州,越秀,越秀-西门口-六榕路,越秀,整租·六榕路 2室1厅 东,https://gz.lianjia.com/zufang/GZ2045752180828274688.html,45.00㎡,东,2室1厅1卫,3200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2045752180828274688,2025/12/10 16:20
6048,广州,越秀,越秀-越秀南-德政中路,越秀,整租·德政中路 2室1厅 南,https://gz.lianjia.com/zufang/GZ2045770520980357120.html,80.00㎡,南,2室1厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2045770520980357120,2025/12/10 16:20
6049,广州,越秀,越秀-农讲所-豪贤苑,越秀,整租·豪贤苑 1室1厅 南,https://gz.lianjia.com/zufang/GZ2045866967289561088.html,35.00㎡,南,1室1厅1卫,3300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2045866967289561088,2025/12/10 16:20
6050,广州,越秀,越秀-解放南-民间金融大厦,越秀,整租·民间金融大厦 1室1厅 东南,https://gz.lianjia.com/zufang/GZ2094389930514972672.html,60.00㎡,东南,1室1厅1卫,3000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2094389930514972672,2025/12/10 16:20
6051,广州,越秀,越秀-水荫-水荫路45号大院,越秀,整租·水荫路45号大院 3室1厅 南,https://gz.lianjia.com/zufang/GZ2096118725378834432.html,80.00㎡,南,3室1厅1卫,4000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2096118725378834432,2025/12/10 16:20
6052,广州,越秀,越秀-解放南-民间金融大厦,越秀,整租·民间金融大厦 1室0厅 西,https://gz.lianjia.com/zufang/GZ2049344747755012096.html,45.00㎡,西,1室0厅1卫,2700,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2049344747755012096,2025/12/10 16:20
6053,广州,越秀,越秀-越秀南-东堤水岸,越秀,整租·东堤水岸 3室1厅 北,https://gz.lianjia.com/zufang/GZ2106268151707598848.html,90.00㎡,北,3室1厅2卫,5500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2106268151707598848,2025/12/10 16:20
6054,广州,越秀,越秀-小北-小北路,越秀,整租·小北路 2室1厅 南,https://gz.lianjia.com/zufang/GZ2102715968131170304.html,60.00㎡,南,2室1厅1卫,3800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2102715968131170304,2025/12/10 16:20
6055,广州,越秀,越秀-黄花岗-永福路永福西约,越秀,整租·永福路永福西约 2室1厅 东南,https://gz.lianjia.com/zufang/GZ2107127058353094656.html,80.00㎡,东南,2室1厅1卫,2600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2107127058353094656,2025/12/10 16:20
6056,广州,越秀,越秀-淘金-淘金花园,越秀,整租·淘金花园 1室0厅 西,https://gz.lianjia.com/zufang/GZ2084126603687755776.html,25.00㎡,西,1室0厅1卫,2700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2084126603687755776,2025/12/10 16:20
6057,广州,越秀,越秀-建设路-珠实大院,越秀,整租·珠实大院 3室1厅 南,https://gz.lianjia.com/zufang/GZ2086694271460573184.html,100.00㎡,南,3室1厅1卫,7500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2086694271460573184,2025/12/10 16:20
6058,广州,越秀,越秀-东风东-东风东路754号之一大院,越秀,整租·东风东路754号之一大院 1室1厅 南/北,https://gz.lianjia.com/zufang/GZ2034091652267638784.html,30.00㎡,南 北,1室1厅1卫,2900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2034091652267638784,2025/12/10 16:20
6059,广州,越秀,越秀-农讲所-德雅轩,越秀,整租·德雅轩 1室0厅 东,https://gz.lianjia.com/zufang/GZ2099793322863230976.html,12.00㎡,东,1室0厅0卫,1000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2099793322863230976,2025/12/10 16:20
6060,广州,越秀,越秀-盘福-御东雅苑,越秀,整租·御东雅苑 1室0厅 南,https://gz.lianjia.com/zufang/GZ2095484792735793152.html,15.00㎡,南,1室0厅0卫,1300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2095484792735793152,2025/12/10 16:20
6061,广州,越秀,越秀-越秀南-德政中路,越秀,整租·德政中路 1室0厅 西,https://gz.lianjia.com/zufang/GZ2094689504685195264.html,12.00㎡,西,1室0厅0卫,1000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2094689504685195264,2025/12/10 16:20
6062,广州,越秀,越秀-环市东-东方广场,越秀,整租·东方广场 0室1厅 东/北,https://gz.lianjia.com/zufang/GZ2102292602568048640.html,15.00㎡,东 北,未知室1厅0卫,1500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2102292602568048640,2025/12/10 16:20
6063,广州,越秀,越秀-东湖-东湖御苑,越秀,整租·东湖御苑 1室0厅 北,https://gz.lianjia.com/zufang/GZ2104147136277905408.html,12.00㎡,北,1室0厅0卫,1800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2104147136277905408,2025/12/10 16:20
6064,广州,越秀,越秀-小北-小北路,越秀,整租·小北路 2室1厅 南,https://gz.lianjia.com/zufang/GZ2044437243954724864.html,50.00㎡,南,2室1厅1卫,2600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044437243954724864,2025/12/10 16:20
6065,广州,越秀,越秀-环市东-农林华府,越秀,整租·农林华府 2室1厅 南/北,https://gz.lianjia.com/zufang/GZ2044392725570125824.html,60.68㎡,南 北,2室1厅1卫,6000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044392725570125824,2025/12/10 16:20
6066,广州,越秀,越秀-东山口-福今路,越秀,整租·福今路 2室1厅 南,https://gz.lianjia.com/zufang/GZ1770435704619270144.html,47.00㎡,南,2室1厅1卫,4000,,,"https://image1.ljcdn.com/110000-inspection/pc1_NViK55NYu.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ1770435704619270144,2025/12/10 16:20
6067,广州,越秀,越秀-小北-陶瓷大厦,越秀,整租·陶瓷大厦 3室2厅 东/南,https://gz.lianjia.com/zufang/GZ1780569929242640384.html,100.00㎡,东 南,3室2厅1卫,3000,,,"https://image1.ljcdn.com/110000-inspection/1933b7f3-283a-4fa1-a177-df71bdd3f976.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ1780569929242640384,2025/12/10 16:21
6068,广州,越秀,仅剩1间,仅剩1间,独栋·拖鞋鞋社区 三元里店 免押金精致阳光大单间民用电近地铁美博城小北 1室1厅,https://gz.lianjia.com/apartment/44335.html,33.00㎡,1间在租,1室1厅1卫,2080,精装,拖鞋鞋社区,https://image1.ljcdn.com/wanjia/546247c048e20911db6208ef53cb3019-1741939257927/7e2361ff2d54d04ade87f70b47eb81f8.JPG.250x182.jpg,751453,2025/12/10 16:21
6069,广州,越秀,越秀-小北-小北路,越秀,整租·小北路 4室1厅 南,https://gz.lianjia.com/zufang/GZ1782332834682241024.html,100.00㎡,南,4室1厅2卫,6200,,,"https://image1.ljcdn.com/110000-inspection/pc1_87wJazzPe.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ1782332834682241024,2025/12/10 16:21
6070,广州,越秀,越秀-东川路-洛桑美地,越秀,整租·洛桑美地 2室1厅 东/南,https://gz.lianjia.com/zufang/GZ1776534823788085248.html,50.00㎡,东 南,2室1厅1卫,6000,,,"https://image1.ljcdn.com/110000-inspection/pc1_jcP7qGyhS.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ1776534823788085248,2025/12/10 16:21
6071,广州,越秀,仅剩1间,仅剩1间,独栋·拖鞋鞋社区 三元里店 免押金近小北淘金 机场路 温馨少女风小单间 不租外国人 开间,https://gz.lianjia.com/apartment/44335.html,25.00㎡,1间在租,1室0厅1卫,1480,精装,拖鞋鞋社区,https://image1.ljcdn.com/wanjia/546247c048e20911db6208ef53cb3019-1731233000526/0b3599da8f4e763f3b21fa1200a1b131.jpg.250x182.jpg,714559,2025/12/10 16:21
6072,广州,越秀,越秀-淘金-淘金路,越秀,合租·淘金路 4居室 南卧,https://gz.lianjia.com/zufang/GZ1777619963243134976.html,18.00㎡,南,4室1厅1卫,1800,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_eYYPgfIvY.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ1777619963243134976,2025/12/10 16:21
6073,广州,越秀,越秀-水荫-水荫二横路,越秀,整租·水荫二横路 2室1厅 东/北,https://gz.lianjia.com/zufang/GZ1780077438202544128.html,72.79㎡,东 北,2室1厅1卫,3000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1780077438202544128,2025/12/10 16:21
6074,广州,越秀,越秀-五羊新城-明月阁,越秀,整租·明月阁 2室2厅 东南,https://gz.lianjia.com/zufang/GZ1772204118295707648.html,140.00㎡,东南,2室2厅1卫,8000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1772204118295707648,2025/12/10 16:21
6075,广州,越秀,越秀-西门口-光塔路,越秀,整租·光塔路 1室1厅 北,https://gz.lianjia.com/zufang/GZ1786962098291474432.html,32.00㎡,北,1室1厅1卫,2000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1786962098291474432,2025/12/10 16:21
6076,广州,越秀,越秀-东山口-小东园,越秀,整租·小东园 3室1厅 东南,https://gz.lianjia.com/zufang/GZ1788829529444188160.html,78.71㎡,东南,3室1厅1卫,6200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1788829529444188160,2025/12/10 16:21
6077,广州,越秀,仅剩1间,仅剩1间,独栋·拖鞋鞋社区 三元里店 免押金INS风阳光民用电近地铁精致单间拎包入住 开间,https://gz.lianjia.com/apartment/44335.html,28.00㎡,1间在租,1室0厅1卫,1680,精装,拖鞋鞋社区,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,751390,2025/12/10 16:21
6078,广州,越秀,仅剩1间,仅剩1间,独栋·拖鞋鞋社区 三元里店 免押金近地铁民用电近火车站白云站精致单间 1室1厅,https://gz.lianjia.com/apartment/44335.html,28.00㎡,1间在租,1室1厅1卫,1680,精装,拖鞋鞋社区,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,751488,2025/12/10 16:21
6079,广州,越秀,仅剩1间,仅剩1间,独栋·魔方公寓 广州水荫路店 地铁五号线动物园近地铁单间 1室1厅,https://gz.lianjia.com/apartment/46024.html,30.00㎡,1间在租,1室1厅1卫,2400,精装,魔方公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,657514,2025/12/10 16:21
6080,广州,越秀,越秀-东山口-执信南路,越秀,整租·执信南路 2室1厅 东,https://gz.lianjia.com/zufang/GZ1788556559450636288.html,46.00㎡,东,2室1厅1卫,2400,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1788556559450636288,2025/12/10 16:21
6081,广州,越秀,越秀-小北-富宏花园,越秀,整租·富宏花园 3室2厅 东南,https://gz.lianjia.com/zufang/GZ1790701718418227200.html,118.00㎡,东南,3室2厅2卫,15800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1790701718418227200,2025/12/10 16:21
6082,广州,越秀,越秀-东山口-广东商业大厦,越秀,整租·广东商业大厦 1室1厅 东南,https://gz.lianjia.com/zufang/GZ1766457007583264768.html,54.00㎡,东南,1室1厅1卫,4300,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1766457007583264768,2025/12/10 16:21
6083,广州,越秀,越秀-西门口-海珠北路,越秀,整租·海珠北路 2室1厅 南/北,https://gz.lianjia.com/zufang/GZ1781900285501767680.html,90.00㎡,南 北,2室1厅1卫,3500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1781900285501767680,2025/12/10 16:21
6084,广州,越秀,仅剩1间,仅剩1间,独栋·魔方公寓 魔尔-广州环市东路店 抄底淘房季 免租 体育西白领公寓 拎包入住 1室1厅,https://gz.lianjia.com/apartment/46023.html,22.00㎡,1间在租,1室1厅1卫,3074,精装,魔方公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,639726,2025/12/10 16:21
6085,广州,越秀,越秀-东风西-流花广场,越秀,整租·流花广场 1室1厅 北,https://gz.lianjia.com/zufang/GZ1781997363657703424.html,75.00㎡,北,1室1厅1卫,4200,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1781997363657703424,2025/12/10 16:21
6086,广州,越秀,仅剩1间,仅剩1间,独栋·魔方公寓 广州火车站店 火车站 直达珠江新城地铁口井 1室1厅,https://gz.lianjia.com/apartment/46102.html,30.00㎡,1间在租,1室1厅1卫,2100,,魔方公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,657493,2025/12/10 16:21
6087,广州,越秀,越秀-水荫-雅景花园,越秀,整租·雅景花园 3室2厅 东北,https://gz.lianjia.com/zufang/GZ1779715254511468544.html,111.11㎡,东北,3室2厅2卫,6500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1779715254511468544,2025/12/10 16:21
6088,广州,越秀,越秀-五羊新城-明月阁,越秀,整租·明月阁 2室2厅 东南,https://gz.lianjia.com/zufang/GZ1772204286252417024.html,143.00㎡,东南,2室2厅1卫,8000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1772204286252417024,2025/12/10 16:21
6089,广州,越秀,越秀-杨箕-丰景大厦,越秀,整租·丰景大厦 5室1厅 跃层 北,https://gz.lianjia.com/zufang/GZ1775382189039419392.html,188.54㎡,北,5室1厅2卫,10000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1775382189039419392,2025/12/10 16:21
6090,广州,越秀,越秀-东山口-新河浦路,越秀,整租·新河浦路 1室0厅 南/北,https://gz.lianjia.com/zufang/GZ1792524340055506944.html,35.00㎡,南 北,1室0厅1卫,2800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1792524340055506944,2025/12/10 16:21
6091,广州,越秀,仅剩1间,仅剩1间,独栋·万怡物业公寓 惠福西店直租 一房一厅 1室1厅,https://gz.lianjia.com/apartment/47020.html,30.00㎡,1间在租,1室1厅1卫,3300,精装,万怡物业公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,868629,2025/12/10 16:21
6092,广州,越秀,仅剩1间,仅剩1间,独栋·万怡物业公寓 乐华街1号店 单间 配套齐全 一楼 开间,https://gz.lianjia.com/apartment/47318.html,18.00㎡,1间在租,1室0厅1卫,1400,精装,万怡物业公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,667558,2025/12/10 16:21
6093,广州,越秀,越秀-北京路-北京路,越秀,整租·北京路 2室1厅 南/北,https://gz.lianjia.com/zufang/GZ1795395918015496192.html,60.00㎡,南 北,2室1厅1卫,2500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1795395918015496192,2025/12/10 16:21
6094,广州,越秀,越秀-公园前-尚峰酒店公寓,越秀,整租·尚峰酒店公寓 2室2厅 东南,https://gz.lianjia.com/zufang/GZ1800406418730254336.html,110.00㎡,东南,2室2厅1卫,7700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1800406418730254336,2025/12/10 16:21
6095,广州,越秀,越秀-淘金-麓苑路42号大院,越秀,整租·麓苑路42号大院 2室1厅 东,https://gz.lianjia.com/zufang/GZ1802628695890853888.html,117.00㎡,东,2室1厅1卫,6480,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1802628695890853888,2025/12/10 16:21
6096,广州,越秀,仅剩1间,仅剩1间,独栋·星云公寓. 海珠广场店 独栋精装采光一房一厅 不短租 1室1厅,https://gz.lianjia.com/apartment/94845.html,40.00㎡,1间在租,1室1厅1卫,2600,精装,星云公寓.,https://image1.ljcdn.com/wanjia/ce71bacfa604d48c66549738b9d9f510-1751535257337/c6f0e396e909d0436cabe32e0d36c36c.jpg.250x182.jpg,801513,2025/12/10 16:21
6097,广州,越秀,越秀-淘金-淘金花园,越秀,整租·淘金花园 3室1厅 西南,https://gz.lianjia.com/zufang/GZ2079151649749729280.html,150.00㎡,西南,3室1厅0卫,7000,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_APd6EGeFF.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2079151649749729280,2025/12/10 16:21
6098,广州,越秀,仅剩1间,仅剩1间,独栋·盛豪青年公寓 省人民医院店 省医院进修入住电梯单间可短租 开间,https://gz.lianjia.com/apartment/101038.html,25.00㎡,1间在租,1室0厅1卫,2200,精装,盛豪青年公寓,https://image1.ljcdn.com/wanjia/3c4564827ca3e8b7f78d69eaba9da3e5-1764672705026/5b3b79cd5231ac0a100304d3c40a6cd6.jpg.250x182.jpg,869054,2025/12/10 16:21
6099,广州,越秀,仅剩1间,仅剩1间,独栋·盛豪青年公寓 省人民医院店 医院进修住宿首选 可短租 电梯单间 开间,https://gz.lianjia.com/apartment/101038.html,15.00㎡,1间在租,1室0厅1卫,1700,精装,盛豪青年公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,864555,2025/12/10 16:21
6100,广州,越秀,仅剩1间,仅剩1间,独栋·盛豪青年公寓 省人民医院店 单间 采光通风好 电梯房 可短租 开间,https://gz.lianjia.com/apartment/101038.html,15.00㎡,1间在租,1室0厅1卫,1700,精装,盛豪青年公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,864229,2025/12/10 16:21
6101,广州,越秀,越秀-三元里-广州机务段,越秀,整租·广州机务段 1室0厅 南,https://gz.lianjia.com/zufang/GZ2079434764749635584.html,30.00㎡,南,1室0厅1卫,1500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2079434764749635584,2025/12/10 16:21
6102,广州,越秀,越秀-公园前-广卫路,越秀,整租·广卫路 1室0厅 东,https://gz.lianjia.com/zufang/GZ2079446074837172224.html,23.00㎡,东,1室0厅1卫,1700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2079446074837172224,2025/12/10 16:21
6103,广州,越秀,仅剩1间,仅剩1间,独栋·盛豪青年公寓 省人民医院店 阳光单间 1号线、6号线双地铁、电梯房 押一付一 1室1厅,https://gz.lianjia.com/apartment/101038.html,24.00㎡,1间在租,1室1厅1卫,2100,精装,盛豪青年公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,861430,2025/12/10 16:21
