序号,标题,链接,区域,区域分类,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
7475,整租·龙湖双珑原著 4室3厅 东/南/北,https://bj.lianjia.com/zufang/BJ1971532924725493760.html,朝阳-中央别墅区-龙湖双珑原著,朝阳,360.00㎡,东 南 北,4室3厅5卫,63000,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/b138bea1-c1bc-4291-b991-7f4b789ffb0d.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ1971532924725493760,2025/12/9 14:49
7476,整租·京华豪园 3室1厅 西北,https://bj.lianjia.com/zufang/BJ1872175741362241536.html,精选,精选,朝阳-朝阳门外-京华豪园,223.09㎡,西北,18060,精装,自如,https://image1.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1762041486584/d3ecb77cec9953a3bf9057fd3649bb16.jpg.250x182.jpg,BJ1872175741362241536,2025/12/9 14:49
7477,整租·美利山 1室1厅 西,https://bj.lianjia.com/zufang/BJ1966861910427041792.html,朝阳-百子湾-美利山,朝阳,83.73㎡,西,1室1厅1卫,5500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1966861910427041792,2025/12/9 14:49
7478,整租·后现代城C区 1室1厅 复式 西北,https://bj.lianjia.com/zufang/BJ1947560893306896384.html,朝阳-大望路-后现代城C区,朝阳,54.03㎡,西北,1室1厅1卫,6500,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1947560893306896384,2025/12/9 14:49
7479,整租·劲松一区 1室1厅 西,https://bj.lianjia.com/zufang/BJ1876541230880391168.html,精选,精选,朝阳-劲松-劲松一区,39.70㎡,西,5190,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1876541230880391168,2025/12/9 14:49
7480,整租·山水铂宫 4室2厅 东,https://bj.lianjia.com/zufang/BJ1967124499904069632.html,朝阳-东大桥-山水铂宫,朝阳,352.00㎡,东,4室2厅4卫,42000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1967124499904069632,2025/12/9 14:49
7481,整租·丽都职工公寓 2室1厅 西北,https://bj.lianjia.com/zufang/BJ1947967003142651904.html,朝阳-酒仙桥-丽都职工公寓,朝阳,50.75㎡,西北,2室1厅1卫,6000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1947967003142651904,2025/12/9 14:49
7482,整租·安贞里 2室1厅 南,https://bj.lianjia.com/zufang/BJ1882268422859915264.html,精选,精选,朝阳-安贞-安贞里,53.36㎡,南,7330,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1882268422859915264,2025/12/9 14:49
7483,整租·东润枫景三期 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1948240788655702016.html,朝阳-朝阳公园-东润枫景三期,朝阳,105.00㎡,南 北,2室1厅1卫,13500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1948240788655702016,2025/12/9 14:49
7484,整租·杨闸新村 1室1厅 东,https://bj.lianjia.com/zufang/BJ1880962483703775232.html,精选,精选,朝阳-管庄-杨闸新村,60.05㎡,东,4560,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1880962483703775232,2025/12/9 14:49
7485,整租·摩码大厦 1室0厅 南,https://bj.lianjia.com/zufang/BJ1967507838506893312.html,朝阳-团结湖-摩码大厦,朝阳,33.00㎡,南,1室0厅1卫,5200,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1967507838506893312,2025/12/9 14:49
7486,整租·新华联丽港 1房间 西,https://bj.lianjia.com/zufang/BJ1967879605691875328.html,朝阳-酒仙桥-新华联丽港,朝阳,68.61㎡,西,1房间1卫,6000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1967879605691875328,2025/12/9 14:49
7487,整租·华贸公寓 2室2厅 东南,https://bj.lianjia.com/zufang/BJ1967840615563526144.html,朝阳-CBD-华贸公寓,朝阳,40.00㎡,东南,2室2厅1卫,18000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1967840615563526144,2025/12/9 14:49
7488,整租·后现代城B区 1室1厅 西南,https://bj.lianjia.com/zufang/BJ1881588351144820736.html,精选,精选,朝阳-大望路-后现代城B区,51.07㎡,西南,6160,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1881588351144820736,2025/12/9 14:49
7489,整租·道家园 2室1厅 东南,https://bj.lianjia.com/zufang/BJ1968527518445076480.html,朝阳-甜水园-道家园,朝阳,52.14㎡,东南,2室1厅1卫,7000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1968527518445076480,2025/12/9 14:49
7490,整租·雅成一里 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1968903958508339200.html,朝阳-朝青-雅成一里,朝阳,59.21㎡,南 北,2室1厅1卫,6000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1968903958508339200,2025/12/9 14:49
7491,整租·沿海赛洛城一期 2室2厅 南/北,https://bj.lianjia.com/zufang/BJ1958852274906202112.html,朝阳-百子湾-沿海赛洛城一期,朝阳,118.00㎡,南 北,2室2厅2卫,7000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1958852274906202112,2025/12/9 14:49
7492,整租·八里庄北里小区 1室1厅 西,https://bj.lianjia.com/zufang/BJ1878665658489634816.html,朝阳-石佛营-八里庄北里小区,朝阳,48.06㎡,西,1室1厅1卫,5290,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1878665658489634816,2025/12/9 14:49
7493,整租·北苑家园莲葩园 1室1厅 西南,https://bj.lianjia.com/zufang/BJ1885253136696737792.html,朝阳-北苑-北苑家园莲葩园,朝阳,67.22㎡,西南,1室1厅1卫,5930,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1885253136696737792,2025/12/9 14:49
7494,整租·永利国际 2房间 复式 南,https://bj.lianjia.com/zufang/BJ1958503268514529280.html,朝阳-工体-永利国际,朝阳,67.27㎡,南,2房间2卫,15000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1958503268514529280,2025/12/9 14:49
7495,整租·塞纳维拉 4室1厅 南/北,https://bj.lianjia.com/zufang/BJ1958540535983505408.html,朝阳-立水桥-塞纳维拉,朝阳,202.00㎡,南 北,4室1厅3卫,18500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1958540535983505408,2025/12/9 14:49
7496,整租·安苑东里一区 2室1厅 南,https://bj.lianjia.com/zufang/BJ1887550280967389184.html,朝阳-惠新西街-安苑东里一区,朝阳,59.39㎡,南,2室1厅1卫,6690,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1887550280967389184,2025/12/9 14:49
7497,整租·道家园 2室1厅 东南,https://bj.lianjia.com/zufang/BJ1968282090592010240.html,朝阳-甜水园-道家园,朝阳,77.00㎡,东南,2室1厅1卫,6100,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1968282090592010240,2025/12/9 14:49
7498,整租·旺座中心公寓 2室1厅 西北,https://bj.lianjia.com/zufang/BJ1952972353667334144.html,朝阳-东大桥-旺座中心公寓,朝阳,157.29㎡,西北,2室1厅2卫,15000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1952972353667334144,2025/12/9 14:49
7499,整租·凤凰城一期 3室2厅 复式 东南/南,https://bj.lianjia.com/zufang/BJ1974387806641848320.html,朝阳-三元桥-凤凰城一期,朝阳,211.05㎡,东南 南,3室2厅2卫,28000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1974387806641848320,2025/12/9 14:49
7500,整租·火星园 2室1厅 东/北,https://bj.lianjia.com/zufang/BJ1972975332201857024.html,朝阳-太阳宫-火星园,朝阳,94.63㎡,东 北,2室1厅1卫,13000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1972975332201857024,2025/12/9 14:49
7501,整租·泰利明苑 1室1厅 南,https://bj.lianjia.com/zufang/BJ1989978075307180032.html,朝阳-安贞-泰利明苑,朝阳,70.00㎡,南,1室1厅1卫,8200,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_E0KOF5HIl.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ1989978075307180032,2025/12/9 14:50
7502,整租·东方郁金香 3房间 南/北,https://bj.lianjia.com/zufang/BJ1990404415940460544.html,朝阳-立水桥-东方郁金香,朝阳,102.00㎡,南 北,3房间1卫,6500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,BJ1990404415940460544,2025/12/9 14:50
7503,整租·定福家园北里1号院 1室1厅 北,https://bj.lianjia.com/zufang/BJ1771241299152732160.html,精选,精选,朝阳-常营-定福家园北里1号院,68.26㎡,北,5595,精装,自如,https://image1.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763811858047/e1923a59e446702b657faa9f6cded568.jpg.250x182.jpg,BJ1771241299152732160,2025/12/9 14:50
7504,整租·首城国际中心 2房间 南,https://bj.lianjia.com/zufang/BJ1773122468794335232.html,精选,精选,朝阳-双井-首城国际中心,51.71㎡,南,8590,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,BJ1773122468794335232,2025/12/9 14:50
7505,整租·京旺家园 2室1厅 南,https://bj.lianjia.com/zufang/BJ1774708571322187776.html,精选,精选,朝阳-中央别墅区-京旺家园,82.51㎡,南,5290,精装,自如,https://image1.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1761219422291/5ee110e199f4bced26e699868e2b0326.jpg.250x182.jpg,BJ1774708571322187776,2025/12/9 14:50
7506,整租·十里堡北里 1室1厅 南,https://bj.lianjia.com/zufang/BJ1783445693780721664.html,精选,精选,朝阳-十里堡-十里堡北里,47.10㎡,南,5230,精装,自如,https://image1.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1760690641426/7d4055ba0270389f67c59226bc918df5.jpg.250x182.jpg,BJ1783445693780721664,2025/12/9 14:50
7507,整租·慧谷根园 4室2厅 南/北,https://bj.lianjia.com/zufang/BJ1991449338458406912.html,朝阳-望京-慧谷根园,朝阳,264.77㎡,南 北,4室2厅3卫,38800,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1991449338458406912,2025/12/9 14:50
7508,整租·方舟苑二期 2室1厅 南,https://bj.lianjia.com/zufang/BJ1775161510465634304.html,朝阳-望京-方舟苑二期,朝阳,94.18㎡,南,2室1厅1卫,9390,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1775161510465634304,2025/12/9 14:50
7509,整租·首创远洋·禧瑞春秋 6室3厅 跃层 南,https://bj.lianjia.com/zufang/BJ1991101087263752192.html,朝阳-中央别墅区-首创远洋·禧瑞春秋,朝阳,452.54㎡,南,6室3厅3卫,16800,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1991101087263752192,2025/12/9 14:50
7510,整租·安苑东里一区 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1992600745542680576.html,朝阳-惠新西街-安苑东里一区,朝阳,59.39㎡,南 北,2室1厅1卫,5900,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1992600745542680576,2025/12/9 14:50
7511,整租·中国铁建广场 2房间 东,https://bj.lianjia.com/zufang/BJ1993249999185510400.html,朝阳-北苑-中国铁建广场,朝阳,100.00㎡,东,2房间1卫,8000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1993249999185510400,2025/12/9 14:50
7512,整租·翠成馨园B区 2室2厅 南/北,https://bj.lianjia.com/zufang/BJ1993250006844309504.html,朝阳-垡头-翠成馨园B区,朝阳,108.03㎡,南 北,2室2厅1卫,6100,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1993250006844309504,2025/12/9 14:50
7513,整租·城市绿洲花园 2室1厅 西,https://bj.lianjia.com/zufang/BJ1998293287168901120.html,朝阳-北苑-城市绿洲花园,朝阳,92.00㎡,西,2室1厅1卫,7600,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1998293287168901120,2025/12/9 14:50
7514,整租·和平街十一区 2室2厅 东/西,https://bj.lianjia.com/zufang/BJ1999021602385166336.html,朝阳-和平里-和平街十一区,朝阳,110.21㎡,东 西,2室2厅2卫,12000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1999021602385166336,2025/12/9 14:50
7515,整租·龙头公寓 2室1厅 南,https://bj.lianjia.com/zufang/BJ1999384885566898176.html,朝阳-华威桥-龙头公寓,朝阳,106.00㎡,南,2室1厅1卫,13000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1999384885566898176,2025/12/9 14:50
7516,整租·慈云寺 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1999711752266186752.html,朝阳-红庙-慈云寺,朝阳,71.71㎡,南 北,3室1厅1卫,7600,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1999711752266186752,2025/12/9 14:50
7517,整租·八里庄北里小区 1室1厅 西,https://bj.lianjia.com/zufang/BJ1777461396380844032.html,朝阳-石佛营-八里庄北里小区,朝阳,44.43㎡,西,1室1厅1卫,5190,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1777461396380844032,2025/12/9 14:50
7518,整租·天泰新房苑 2室1厅 南,https://bj.lianjia.com/zufang/BJ1776905510629408768.html,朝阳-双桥-天泰新房苑,朝阳,87.46㎡,南,2室1厅1卫,4930,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1776905510629408768,2025/12/9 14:50
7519,整租·泛海国际居住区兰海园 4室2厅 南/北,https://bj.lianjia.com/zufang/BJ1999773105752375296.html,朝阳-朝阳公园-泛海国际居住区兰海园,朝阳,295.00㎡,南 北,4室2厅4卫,42000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1999773105752375296,2025/12/9 14:50
7520,整租·中国铁建广场 1房间 北,https://bj.lianjia.com/zufang/BJ1999775128619057152.html,朝阳-北苑-中国铁建广场,朝阳,57.15㎡,北,1房间1卫,5000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1999775128619057152,2025/12/9 14:50
7521,整租·和乔丽晶二期 2室2厅 南/北,https://bj.lianjia.com/zufang/BJ1999811459617390592.html,朝阳-酒仙桥-和乔丽晶二期,朝阳,284.66㎡,南 北,2室2厅3卫,35700,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1999811459617390592,2025/12/9 14:50
7522,整租·美立方 1室1厅 南,https://bj.lianjia.com/zufang/BJ1780909326022475776.html,朝阳-北苑-美立方,朝阳,98.31㎡,南,1室1厅1卫,7011,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1780909326022475776,2025/12/9 14:50
7523,整租·首创远洋·禧瑞春秋 5室2厅 南/北,https://bj.lianjia.com/zufang/BJ2000082693575933952.html,朝阳-中央别墅区-首创远洋·禧瑞春秋,朝阳,450.00㎡,南 北,5室2厅2卫,16000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2000082693575933952,2025/12/9 14:50
7524,整租·乐成国际 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ2000171474832326656.html,朝阳-双井-乐成国际,朝阳,147.70㎡,南 北,3室2厅2卫,15000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2000171474832326656,2025/12/9 14:50
7525,整租·霄云里8号 2房间 西南,https://bj.lianjia.com/zufang/BJ2000190600535605248.html,朝阳-燕莎-霄云里8号,朝阳,100.91㎡,西南,2房间1卫,11000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2000190600535605248,2025/12/9 14:50
7526,整租·港湾国际 1室1厅 北,https://bj.lianjia.com/zufang/BJ1786518926532804608.html,朝阳-工体-港湾国际,朝阳,39.08㎡,北,1室1厅1卫,6060,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1786518926532804608,2025/12/9 14:50
7527,整租·沿海赛洛城七期 1室1厅 南,https://bj.lianjia.com/zufang/BJ2000225304559222784.html,朝阳-百子湾-沿海赛洛城七期,朝阳,54.14㎡,南,1室1厅1卫,5500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2000225304559222784,2025/12/9 14:50
7528,整租·中环南路11号院 2室1厅 东北,https://bj.lianjia.com/zufang/BJ1786455029821997056.html,朝阳-望京-中环南路11号院,朝阳,64.45㎡,东北,2室1厅1卫,6930,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1786455029821997056,2025/12/9 14:50
7529,整租·紫玉山庄 4室2厅 南/北,https://bj.lianjia.com/zufang/BJ1983539068478160896.html,朝阳-亚运村-紫玉山庄,朝阳,343.00㎡,南 北,4室2厅5卫,75000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1983539068478160896,2025/12/9 14:50
7530,整租·首都机场南路西里 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1983898871834607616.html,朝阳-首都机场-首都机场南路西里,朝阳,59.40㎡,南 北,2室1厅1卫,3400,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1983898871834607616,2025/12/9 14:50
7531,整租·沿海赛洛城七期 2室1厅 西南,https://bj.lianjia.com/zufang/BJ2046826771130613760.html,朝阳-百子湾-沿海赛洛城七期,朝阳,79.00㎡,西南,2室1厅1卫,6300,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/d41e323a-f191-41eb-af32-768c9bad6d13_1000.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2046826771130613760,2025/12/9 14:51
7532,整租·北京新天地五期 2室1厅 南,https://bj.lianjia.com/zufang/BJ2046911188087865344.html,朝阳-常营-北京新天地五期,朝阳,92.00㎡,南,2室1厅1卫,6600,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_ioCCtpVTU.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2046911188087865344,2025/12/9 14:51
7533,整租·富顿 1室0厅 东,https://bj.lianjia.com/zufang/BJ2046478350024704000.html,朝阳-劲松-富顿,朝阳,42.93㎡,东,1室0厅1卫,7000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2046478350024704000,2025/12/9 14:51
7534,整租·SOHO现代城 2室1厅 东/西,https://bj.lianjia.com/zufang/BJ2046461576566800384.html,朝阳-CBD-SOHO现代城,朝阳,139.88㎡,东 西,2室1厅1卫,11000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2046461576566800384,2025/12/9 14:51
7535,整租·碧湖居 1室1厅 东南,https://bj.lianjia.com/zufang/BJ2036328213906456576.html,朝阳-农展馆-碧湖居,朝阳,61.87㎡,东南,1室1厅1卫,8800,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2036328213906456576,2025/12/9 14:51
7536,整租·金台北街 2室1厅 南,https://bj.lianjia.com/zufang/BJ1864937809165418496.html,精选,精选,朝阳-红庙-金台北街,65.64㎡,南,6848,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1864937809165418496,2025/12/9 14:51
7537,整租·三丰里小区 1室1厅 东,https://bj.lianjia.com/zufang/BJ1862558248943484928.html,精选,精选,朝阳-朝阳门外-三丰里小区,47.98㎡,东,6730,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1862558248943484928,2025/12/9 14:51
7538,整租·富力十号 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ2036416465770381312.html,朝阳-双井-富力十号,朝阳,229.88㎡,南 北,3室2厅3卫,42000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2036416465770381312,2025/12/9 14:51
7539,整租·格林莱雅 2室2厅 南/北,https://bj.lianjia.com/zufang/BJ2036440637867294720.html,朝阳-垡头-格林莱雅,朝阳,107.00㎡,南 北,2室2厅1卫,7600,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2036440637867294720,2025/12/9 14:51
7540,整租·磨房北里 2室1厅 东,https://bj.lianjia.com/zufang/BJ1872225910946529280.html,精选,精选,朝阳-北工大-磨房北里,57.27㎡,东,5890,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1872225910946529280,2025/12/9 14:51
7541,整租·泰福苑D2区 1室1厅 南,https://bj.lianjia.com/zufang/BJ1875842329022038016.html,精选,精选,朝阳-定福庄-泰福苑D2区,58.74㎡,南,5490,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1875842329022038016,2025/12/9 14:51
7542,整租·光华路 2室1厅 南,https://bj.lianjia.com/zufang/BJ1871584677974769664.html,精选,精选,朝阳-红庙-光华路,57.57㎡,南,7590,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1871584677974769664,2025/12/9 14:51
7543,整租·三间房东路 2室1厅 西,https://bj.lianjia.com/zufang/BJ2035601420966690816.html,朝阳-定福庄-三间房东路,朝阳,48.74㎡,西,2室1厅1卫,4000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2035601420966690816,2025/12/9 14:51
7544,整租·华威西里 2室1厅 东南,https://bj.lianjia.com/zufang/BJ2036064695244292096.html,朝阳-潘家园-华威西里,朝阳,67.06㎡,东南,2室1厅1卫,5000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2036064695244292096,2025/12/9 14:51
7545,整租·华贸商务楼 4室2厅 南,https://bj.lianjia.com/zufang/BJ2036004203469471744.html,朝阳-CBD-华贸商务楼,朝阳,162.87㎡,南,4室2厅2卫,25000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2036004203469471744,2025/12/9 14:51
7546,整租·珠江绿洲 1室1厅 西北,https://bj.lianjia.com/zufang/BJ1872850813609574400.html,朝阳-双桥-珠江绿洲,朝阳,75.00㎡,西北,1室1厅1卫,6290,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1872850813609574400,2025/12/9 14:51
7547,整租·金海国际北区 4室2厅 南/北,https://bj.lianjia.com/zufang/BJ2036283957015740416.html,朝阳-百子湾-金海国际北区,朝阳,199.00㎡,南 北,4室2厅1卫,13000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2036283957015740416,2025/12/9 14:51
7548,整租·爱这城二期 4室1厅 南/北,https://bj.lianjia.com/zufang/BJ2036723353833701376.html,朝阳-四惠-爱这城二期,朝阳,205.00㎡,南 北,4室1厅2卫,15000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2036723353833701376,2025/12/9 14:51
7549,整租·北花园小区6号院 2室1厅 南,https://bj.lianjia.com/zufang/BJ1870707796555595776.html,朝阳-双桥-北花园小区6号院,朝阳,85.36㎡,南,2室1厅1卫,5790,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1870707796555595776,2025/12/9 14:51
7550,整租·优士阁 3室1厅 东,https://bj.lianjia.com/zufang/BJ2037095409041539072.html,朝阳-劲松-优士阁,朝阳,133.00㎡,东,3室1厅2卫,15800,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2037095409041539072,2025/12/9 14:51
7551,整租·东恒时代二期 2室1厅 复式 南,https://bj.lianjia.com/zufang/BJ2037024359536656384.html,朝阳-四惠-东恒时代二期,朝阳,93.00㎡,南,2室1厅1卫,11500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2037024359536656384,2025/12/9 14:51
7552,整租·武圣西里 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ2036002665116205056.html,朝阳-劲松-武圣西里,朝阳,64.29㎡,南 北,2室1厅1卫,4300,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2036002665116205056,2025/12/9 14:51
