序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
5464,深圳,光明区,光明区-公明-奥园和平广场,光明区,整租·奥园和平广场 2室1厅 北,https://sz.lianjia.com/zufang/SZ1934969766754123776.html,42.77㎡,北,2室1厅1卫,2100,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1934969766754123776,2025/12/9 18:46
5465,深圳,光明区,光明区-光明-金地峰境瑞府二期,光明区,整租·金地峰境瑞府二期 3室2厅 南,https://sz.lianjia.com/zufang/SZ1974428282203930624.html,95.00㎡,南,3室2厅2卫,4500,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1974428282203930624,2025/12/9 18:46
5466,深圳,光明区,光明区-光明-金融街华发·融御花园,光明区,整租·金融街华发·融御花园 3室2厅 东,https://sz.lianjia.com/zufang/SZ2099895633572790272.html,92.00㎡,东,3室2厅2卫,5500,精装,贝壳优选,"https://image1.ljcdn.com/110000-inspection/pc0_jVEmhhnXe.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2099895633572790272,2025/12/9 18:46
5467,深圳,光明区,光明区-光明-龙光玖龙台三期(公寓),光明区,整租·龙光玖龙台三期(公寓) 2室1厅 东,https://sz.lianjia.com/zufang/SZ2100188851505987584.html,43.00㎡,东,2室1厅1卫,3200,精装,贝壳优选,"https://image1.ljcdn.com/110000-inspection/pc1_N8TpEhIR1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2100188851505987584,2025/12/9 18:46
5468,深圳,光明区,光明区-公明-中粮云景花园南区,光明区,整租·中粮云景花园南区 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2100857407478431744.html,89.00㎡,东南,3室2厅2卫,4000,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2100857407478431744,2025/12/9 18:46
5469,深圳,光明区,光明区-公明-中粮云景广场,光明区,整租·中粮云景广场 2室1厅 南,https://sz.lianjia.com/zufang/SZ2103847646572576768.html,45.00㎡,南,2室1厅1卫,2700,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103847646572576768,2025/12/9 18:46
5470,深圳,光明区,光明区-光明-龙光玖龙台一期,光明区,整租·龙光玖龙台一期 4室2厅 南,https://sz.lianjia.com/zufang/SZ2103719766723133440.html,104.58㎡,南,4室2厅2卫,6000,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103719766723133440,2025/12/9 18:46
5471,深圳,光明区,光明区-公明-奥园和平广场,光明区,整租·奥园和平广场 1室1厅 南,https://sz.lianjia.com/zufang/SZ2104949451821940736.html,43.00㎡,南,1室1厅1卫,1850,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2104949451821940736,2025/12/9 18:46
5472,深圳,光明区,光明区-公明-天汇时代花园一期,光明区,整租·天汇时代花园一期 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2105296557136936960.html,88.65㎡,东南,3室2厅2卫,3900,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105296557136936960,2025/12/9 18:46
5473,深圳,光明区,光明区-公明-天汇时代花园二期,光明区,整租·天汇时代花园二期 4室2厅 南,https://sz.lianjia.com/zufang/SZ2105307493612650496.html,123.70㎡,南,4室2厅2卫,6090,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105307493612650496,2025/12/9 18:46
5474,深圳,光明区,光明区-公明-璟悦轩小巨蛋,光明区,整租·璟悦轩小巨蛋 2室1厅 南,https://sz.lianjia.com/zufang/SZ2107034847389155328.html,50.00㎡,南,2室1厅1卫,2700,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107034847389155328,2025/12/9 18:46
5475,深圳,光明区,光明区-光明-汇银绿城桂语兰庭,光明区,整租·汇银绿城桂语兰庭 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2103096481840889856.html,89.00㎡,东南,3室2厅2卫,4100,,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103096481840889856,2025/12/9 18:46
5476,深圳,光明区,光明区-光明-深业颐瑞府,光明区,整租·深业颐瑞府 4室2厅 东南,https://sz.lianjia.com/zufang/SZ2103173602890219520.html,105.00㎡,东南,4室2厅2卫,5700,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103173602890219520,2025/12/9 18:46
5477,深圳,光明区,光明区-公明-中粮云景广场,光明区,整租·中粮云景广场 4室2厅 西,https://sz.lianjia.com/zufang/SZ2092523258225098752.html,74.00㎡,西,4室2厅2卫,3600,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2092523258225098752,2025/12/9 18:47
5478,深圳,光明区,光明区-公明-中粮云景花园南区,光明区,整租·中粮云景花园南区 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2095150055735427072.html,89.00㎡,东南,3室1厅2卫,4200,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2095150055735427072,2025/12/9 18:47
5479,深圳,光明区,罗湖区-笋岗-嘉宝田花园,罗湖区,整租·嘉宝田花园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2092821917055582208.html,112.00㎡,南,3室2厅2卫,7800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2092821917055582208,2025/12/9 18:47
5480,深圳,光明区,龙岗区-布吉水径-丽湖花园二期,龙岗区,整租·丽湖花园二期 2室2厅 东南,https://sz.lianjia.com/zufang/SZ1927397385797894144.html,64.00㎡,东南,2室2厅1卫,2500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1927397385797894144,2025/12/9 18:47
5481,深圳,光明区,龙岗区-龙岗中心城-远洋新天地水岸花园,龙岗区,整租·远洋新天地水岸花园 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2101484219401240576.html,88.88㎡,西南,3室2厅2卫,4500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2101484219401240576,2025/12/9 18:47
5482,深圳,光明区,罗湖区-笋岗-嘉景苑,罗湖区,整租·嘉景苑 3室1厅 南,https://sz.lianjia.com/zufang/SZ2104194466913976320.html,96.00㎡,南,3室1厅1卫,6500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2104194466913976320,2025/12/9 18:47
5483,深圳,光明区,龙岗区-横岗-瑞泽佳园,龙岗区,整租·瑞泽佳园 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2105158682890207232.html,89.00㎡,东南,3室2厅2卫,5300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105158682890207232,2025/12/9 18:47
5484,深圳,光明区,福田区-华强北-桑达雅苑,福田区,整租·桑达雅苑 2室1厅 南,https://sz.lianjia.com/zufang/SZ2105622215318831104.html,72.00㎡,南,2室1厅1卫,6600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105622215318831104,2025/12/9 18:47
5485,深圳,光明区,龙岗区-龙岗中心城-保利勤诚达誉都,龙岗区,整租·保利勤诚达誉都 3室2厅 南,https://sz.lianjia.com/zufang/SZ2105913190490570752.html,90.00㎡,南,3室2厅1卫,3200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105913190490570752,2025/12/9 18:47
5486,深圳,光明区,光明区-公明-奥园和平广场,光明区,整租·奥园和平广场 2室2厅 南,https://sz.lianjia.com/zufang/SZ2099003672884150272.html,54.00㎡,南,2室2厅1卫,2500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2099003672884150272,2025/12/9 18:48
5487,深圳,光明区,仅剩1间,仅剩1间,独栋·尚智人才公寓 尚智科技园店 租房即享顶配 智能门锁 采光通透 现代ins风设计，手慢无！ 开间,https://sz.lianjia.com/apartment/86239.html,46.00㎡,1间在租,1室0厅1卫,2100,精装,尚智人才公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,766762,2025/12/9 18:48
5488,深圳,光明区,光明区-光明-新地中央花园,光明区,整租·新地中央花园 1室0厅 东,https://sz.lianjia.com/zufang/SZ2097280849652219904.html,31.00㎡,东,1室0厅1卫,1780,精装,贝壳优选,https://image1.ljcdn.com/lease-image/house/f0c074b3-26e0-426a-a61a-55b960585ce7.jpg.250x182.jpg,SZ2097280849652219904,2025/12/9 18:48
5489,深圳,光明区,光明区-公明-奥园和平广场,光明区,整租·奥园和平广场 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2013898444967510016.html,43.00㎡,东南,1室1厅1卫,2000,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2013898444967510016,2025/12/9 18:48
5490,深圳,光明区,光明区-公明-天汇时代花园一期,光明区,合租·天汇时代花园一期 5居室 西卧,https://sz.lianjia.com/zufang/SZ2098522000988307456.html,7.43㎡,西,5室1厅3卫,1060,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2098522000988307456,2025/12/9 18:48
5491,深圳,光明区,光明区-光明-佳兆业云峰汇,光明区,合租·佳兆业云峰汇 4居室 西卧,https://sz.lianjia.com/zufang/SZ2087412980537884672.html,9.47㎡,西,4室1厅2卫,1460,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2087412980537884672,2025/12/9 18:48
5492,深圳,光明区,仅剩1间,仅剩1间,独栋·家寓 龙光玖龙台 玖龙台特价两房两卫 2室1厅,https://sz.lianjia.com/apartment/75759.html,43.00㎡,1间在租,2室1厅2卫,3380,精装,家寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,843138,2025/12/9 18:48
5493,深圳,光明区,仅剩1间,仅剩1间,独栋·家寓 龙光玖龙台 玖龙台特价复式两房一卫 2室1厅,https://sz.lianjia.com/apartment/75759.html,43.00㎡,1间在租,2室1厅1卫,3380,精装,家寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,843159,2025/12/9 18:48
5494,深圳,坪山区,坪山区-坪山-心海城,坪山区,整租·心海城 4室2厅 东南,https://sz.lianjia.com/zufang/SZ2027722610833358848.html,138.00㎡,东南,4室2厅2卫,4800,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_WYjIMA1No.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2027722610833358848,2025/12/9 18:49
5495,深圳,坪山区,坪山区-坪山-深业东城上邸,坪山区,整租·深业东城上邸 4室2厅 南,https://sz.lianjia.com/zufang/SZ2031394023951826944.html,88.17㎡,南,4室2厅2卫,3400,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_c4qCnsb46.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2031394023951826944,2025/12/9 18:49
5496,深圳,坪山区,坪山区-坪山-心海城,坪山区,整租·心海城 3室2厅 西南,https://sz.lianjia.com/zufang/SZ1948971528922071040.html,99.00㎡,西南,3室2厅2卫,3400,精装,贝壳优选,https://image1.ljcdn.com/lease-image/house/bda3bd1ccc92d4848bf5d16e58912f30.jpeg.250x182.jpg,SZ1948971528922071040,2025/12/9 18:49
5497,深圳,坪山区,坪山区-坪山-方直谷仓府,坪山区,整租·方直谷仓府 3室2厅 南,https://sz.lianjia.com/zufang/SZ1978517437661839360.html,93.64㎡,南,3室2厅2卫,3900,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1978517437661839360,2025/12/9 18:49
5498,深圳,坪山区,坪山区-坪山-京基御景印象四期,坪山区,整租·京基御景印象四期 4室2厅 南,https://sz.lianjia.com/zufang/SZ2057469366294806528.html,89.00㎡,南,4室2厅2卫,3600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2057469366294806528,2025/12/9 18:49
5499,深圳,坪山区,坪山区-坪山-奥园翡翠东湾,坪山区,整租·奥园翡翠东湾 3室2厅 东,https://sz.lianjia.com/zufang/SZ1976932314592051200.html,77.12㎡,东,3室2厅2卫,3000,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1976932314592051200,2025/12/9 18:49
5500,深圳,坪山区,坪山区-坪山-碧湖春天,坪山区,整租·碧湖春天 3室2厅 东南/南,https://sz.lianjia.com/zufang/SZ1827256165218648064.html,89.69㎡,东南 南,3室2厅1卫,2600,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1827256165218648064,2025/12/9 18:49
5501,深圳,坪山区,坪山区-坪山-京基御景印象一期,坪山区,整租·京基御景印象一期 4室2厅 南,https://sz.lianjia.com/zufang/SZ2064964449860583424.html,107.00㎡,南,4室2厅2卫,4800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2064964449860583424,2025/12/9 18:49
5502,深圳,坪山区,坪山区-坪山-恒大成二期,坪山区,整租·恒大成二期 3室2厅 南,https://sz.lianjia.com/zufang/SZ1869048047804088320.html,98.82㎡,南,3室2厅2卫,3800,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1869048047804088320,2025/12/9 18:49
5503,深圳,坪山区,坪山区-坪山-恒大成二期,坪山区,整租·恒大成二期 4室2厅 东南,https://sz.lianjia.com/zufang/SZ1897514818579988480.html,103.00㎡,东南,4室2厅2卫,3700,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1897514818579988480,2025/12/9 18:49
5504,深圳,坪山区,坪山区-坪山-万科金域缇香二期,坪山区,整租·万科金域缇香二期 4室2厅 南,https://sz.lianjia.com/zufang/SZ1917760533830828032.html,89.00㎡,南,4室2厅2卫,3800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1917760533830828032,2025/12/9 18:49
5505,深圳,坪山区,坪山区-坪山-祥祺滨河名苑,坪山区,整租·祥祺滨河名苑 6室2厅 北,https://sz.lianjia.com/zufang/SZ2007004928056229888.html,209.75㎡,北,6室2厅3卫,5500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2007004928056229888,2025/12/9 18:49
5506,深圳,坪山区,仅剩1间,仅剩1间,独栋·I+公寓 汤坑高另店 好采光一房一厅 1室1厅,https://sz.lianjia.com/apartment/92410.html,30.00㎡,1间在租,1室1厅1卫,980,精装,I+公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,779195,2025/12/9 18:49
5507,深圳,坪山区,坪山区-坪山-龙光玖云著,坪山区,整租·龙光玖云著 2室2厅 东,https://sz.lianjia.com/zufang/SZ2023413901932101632.html,75.00㎡,东,2室2厅1卫,3000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2023413901932101632,2025/12/9 18:49
5508,深圳,坪山区,仅剩1间,仅剩1间,独栋·I+公寓 沙湖龙勤店 精装修大一房一厅 超大空间感 1室1厅,https://sz.lianjia.com/apartment/83485.html,30.00㎡,1间在租,1室1厅1卫,1280,,I+公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,855915,2025/12/9 18:49
5509,深圳,坪山区,坪山区-坪山-恒大成一期,坪山区,整租·恒大成一期 4室2厅 南,https://sz.lianjia.com/zufang/SZ2056400209801379840.html,132.00㎡,南,4室2厅2卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2056400209801379840,2025/12/9 18:49
5510,深圳,坪山区,仅剩2间,仅剩2间,独栋·泊寓 碧岭店 【限时优惠】近地铁/大阳台单间/押一付一/无中介/3个月起租 开间,https://sz.lianjia.com/apartment/95949.html,36.26㎡,2间在租,1室0厅1卫,1200,精装,泊寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,871883,2025/12/9 18:49
5511,深圳,坪山区,坪山区-坪山-深业东城国际,坪山区,整租·深业东城国际 4室2厅 北,https://sz.lianjia.com/zufang/SZ1984165950974328832.html,137.00㎡,北,4室2厅2卫,5500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1984165950974328832,2025/12/9 18:49
5512,深圳,坪山区,仅剩1间,仅剩1间,独栋·泊寓 碧岭店 水岸单间·近坪山天虹商圈【宝龙】【比亚迪】 开间,https://sz.lianjia.com/apartment/95949.html,36.20㎡,1间在租,1室0厅1卫,1680,精装,泊寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,814426,2025/12/9 18:49
5513,深圳,坪山区,坪山区-坪山-恒大成二期,坪山区,整租·恒大成二期 4室2厅 南,https://sz.lianjia.com/zufang/SZ2065054323703808000.html,135.00㎡,南,4室2厅2卫,4600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2065054323703808000,2025/12/9 18:49
5514,深圳,坪山区,仅剩2间,仅剩2间,独栋·I+公寓 沙湖1店 带阳台两房一厅 2室1厅,https://sz.lianjia.com/apartment/66884.html,40.00㎡,2间在租,2室1厅1卫,1680-2000,精装,I+公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,583597,2025/12/9 18:49
5515,深圳,坪山区,坪山区-坪山-恒大成一期,坪山区,整租·恒大成一期 4室2厅 南,https://sz.lianjia.com/zufang/SZ2043900309784231936.html,106.00㎡,南,4室2厅2卫,4000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2043900309784231936,2025/12/9 18:49
5516,深圳,坪山区,仅剩1间,仅剩1间,独栋·I+公寓 汤坑高另店 阳光舒适大单间 开间,https://sz.lianjia.com/apartment/92410.html,20.00㎡,1间在租,1室0厅1卫,880,精装,I+公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,855862,2025/12/9 18:49
5517,深圳,坪山区,坪山区-坪山-玺悦台,坪山区,整租·玺悦台 2室2厅 东南/南,https://sz.lianjia.com/zufang/SZ1945802740567375872.html,100.00㎡,东南 南,2室2厅1卫,3500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1945802740567375872,2025/12/9 18:49
5518,深圳,坪山区,仅剩2间,仅剩2间,独栋·泊寓 碧岭店 【限量房源】两房一厅/小区房/通燃气/近坪山高级中学 2室1厅,https://sz.lianjia.com/apartment/95949.html,64.88㎡,2间在租,2室1厅1卫,2560-3300,精装,泊寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,814855,2025/12/9 18:49
5519,深圳,坪山区,坪山区-坪山-豪方东园,坪山区,整租·豪方东园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2045859349900820480.html,78.63㎡,南,3室2厅1卫,4000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2045859349900820480,2025/12/9 18:49
5520,深圳,坪山区,仅剩1间,仅剩1间,独栋·泊寓 碧岭店 城景单间·近锦龙地铁站【宝龙】【比亚迪】【海科兴】 开间,https://sz.lianjia.com/apartment/95949.html,36.36㎡,1间在租,1室0厅1卫,1700,精装,泊寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,814810,2025/12/9 18:49
5521,深圳,坪山区,坪山区-坪山-财富城,坪山区,整租·财富城 4室2厅 东南,https://sz.lianjia.com/zufang/SZ2065800391747960832.html,135.74㎡,东南,4室2厅2卫,5500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2065800391747960832,2025/12/9 18:49
5522,深圳,坪山区,仅剩1间,仅剩1间,独栋·I+公寓 曾屋新村店 5.6号房 开间,https://sz.lianjia.com/apartment/49055.html,16.00㎡,1间在租,1室0厅1卫,980,,I+公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,447124,2025/12/9 18:49
5523,深圳,坪山区,坪山区-坪山-保利明玥澜岸花园,坪山区,整租·保利明玥澜岸花园 1室1厅 北,https://sz.lianjia.com/zufang/SZ2067259393686110208.html,36.26㎡,北,1室1厅1卫,1710,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2067259393686110208,2025/12/9 18:49
5524,深圳,坪山区,坪山区-坪山-深城投中心公馆,坪山区,整租·深城投中心公馆 1室1厅 南,https://sz.lianjia.com/zufang/SZ2083115027048431616.html,37.45㎡,南,1室1厅1卫,2600,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_lKBGBvG24.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2083115027048431616,2025/12/9 18:49
5525,深圳,坪山区,坪山区-坪山-豪方东园,坪山区,整租·豪方东园 3室1厅 南,https://sz.lianjia.com/zufang/SZ2042538616361582592.html,78.00㎡,南,3室1厅1卫,4000,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_4yctPqtoj_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2042538616361582592,2025/12/9 18:49
5526,深圳,坪山区,坪山区-坪山-深城投中心公馆,坪山区,整租·深城投中心公馆 1室0厅 北,https://sz.lianjia.com/zufang/SZ2097886944804470784.html,25.00㎡,北,1室0厅1卫,1600,精装,贝壳优选,"https://image1.ljcdn.com/110000-inspection/pc1_bzRwaP7Xf.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2097886944804470784,2025/12/9 18:49
5527,深圳,坪山区,坪山区-坪山-东关珺府,坪山区,整租·东关珺府 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2009206109394436096.html,90.93㎡,西南,3室2厅2卫,4000,精装,贝壳优选,https://image1.ljcdn.com/lease-image/house/91abca8d-1f6c-4246-9a36-0f3bf4a171a2.jpg.250x182.jpg,SZ2009206109394436096,2025/12/9 18:49
5528,深圳,坪山区,坪山区-坪山-世茂广场,坪山区,整租·世茂广场 1室1厅 南,https://sz.lianjia.com/zufang/SZ2100825916182626304.html,34.95㎡,南,1室1厅1卫,1980,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2100825916182626304,2025/12/9 18:49
5529,深圳,坪山区,坪山区-坪山-京基御景印象四期,坪山区,整租·京基御景印象四期 4室2厅 南/北,https://sz.lianjia.com/zufang/SZ2032385066096656384.html,89.00㎡,南 北,4室2厅2卫,3700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2032385066096656384,2025/12/9 18:49
5530,深圳,坪山区,坪山区-坪山-润樾山,坪山区,整租·润樾山 3室1厅 南,https://sz.lianjia.com/zufang/SZ2090307398643220480.html,86.00㎡,南,3室1厅1卫,3300,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2090307398643220480,2025/12/9 18:49
5531,深圳,坪山区,坪山区-坪山-心海城,坪山区,整租·心海城 3室2厅 南/西南,https://sz.lianjia.com/zufang/SZ1975913453449117696.html,94.00㎡,南 西南,3室2厅2卫,3200,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1975913453449117696,2025/12/9 18:49
5532,深圳,坪山区,坪山区-坪山-祥祺滨河名苑,坪山区,整租·祥祺滨河名苑 2室1厅 东/北,https://sz.lianjia.com/zufang/SZ2020801444835229696.html,66.00㎡,东 北,2室1厅1卫,3500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2020801444835229696,2025/12/9 18:49
5533,深圳,坪山区,坪山区-坪山-和城里,坪山区,整租·和城里 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2029202151594524672.html,97.00㎡,东南,3室2厅2卫,3700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2029202151594524672,2025/12/9 18:49
5534,深圳,坪山区,仅剩1间,仅剩1间,独栋·I+公寓 吓榨新村一巷4号店 单间3.4号房 开间,https://sz.lianjia.com/apartment/83487.html,18.00㎡,1间在租,1室0厅1卫,980,,I+公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,702589,2025/12/9 18:49
5535,深圳,坪山区,坪山区-坪山-坪山招商花园城南区,坪山区,整租·坪山招商花园城南区 2室2厅 南,https://sz.lianjia.com/zufang/SZ2051185570763243520.html,76.00㎡,南,2室2厅1卫,3300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2051185570763243520,2025/12/9 18:49
5536,深圳,坪山区,仅剩1间,仅剩1间,独栋·I+公寓 汤坑高另店 拎包入住 一房一厅 1室1厅,https://sz.lianjia.com/apartment/92410.html,30.00㎡,1间在租,1室1厅1卫,980,精装,I+公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,783473,2025/12/9 18:49
5537,深圳,坪山区,坪山区-坪山-一品澜山,坪山区,整租·一品澜山 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2007316269224689664.html,87.53㎡,东南,3室2厅2卫,2900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2007316269224689664,2025/12/9 18:49
5538,深圳,坪山区,仅剩2间,仅剩2间,独栋·I+公寓 沙湖1店 有阳台一房一厅 1室1厅,https://sz.lianjia.com/apartment/66884.html,35.00㎡,2间在租,1室1厅1卫,1280-1380,精装,I+公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,583576,2025/12/9 18:49
